i_epik_Tot_Q,i_epik_Tot_abs_Q,i_glide_XP_PoseRank,i_i_glide_confnum,i_i_glide_lignum,i_i_glide_posenum,i_i_glide_rotatable_bonds,i_lp_mmshare_version,i_m_Source_File_Index,i_m_source_file_index,i_phase_Input_Structure_Number,i_phase_Reference_Structure,i_phase_Structure_Number,i_f3d_flags,b_lp_Chiralities_Consistent,b_m_subgroup_collapsed,r_epik_Population,r_epik_State_Penalty,r_epik_acidic_macro-pKa_1,r_epik_acidic_macro-pKa_2,r_epik_acidic_macro-pKa_3,"r_epik_macro-pKa_(-1,0)","r_epik_macro-pKa_(-2,-1)","r_epik_macro-pKa_(0,1)","r_epik_macro-pKa_(1,2)",r_glide_XP_GScore,r_glide_XP_HBond,r_i_docking_score,r_i_glide_ecoul,r_i_glide_eff_state_penalty,r_i_glide_einternal,r_i_glide_emodel,r_i_glide_energy,r_i_glide_evdw,r_i_glide_gscore,r_i_glide_ligand_efficiency,r_i_glide_ligand_efficiency_ln,r_i_glide_ligand_efficiency_sa,r_lp_Energy,r_phase_Similarity_to_Reference,IC50 RIKP2 (nM),s_epik_macro-pKa,s_epik_tautomer,s_i_glide_gridfile,s_lp_Force_Field,s_lp_Variant,s_m_Source_File,s_m_Source_Path,s_m_entry_id,s_m_entry_name,s_m_job_name,s_m_source_file,s_m_subgroup_title,s_m_subgroupid,s_phase_Alignment_Method,s_phase_Alignment_Reason,s_phase_Core_SMARTS,ID,ROMol,r_epik_basic_macro-pKa_1,r_epik_basic_macro-pKa_2,SMILES,pIC50,Experimental deltaG
0,0,1,1,7,13,3,70133,4,4,8,1,8,0,1,0,0.92095700000000003,0.048781600000000001,12.539,,,12.539,15.380000000000001,5.4669999999999996,2.3769999999999998,-9.2120999999999995,-0.99750000000000005,-9.1633200000000006,-4.6227999999999998,0.048781600000000001,7.2566800000000002,-64.275700000000001,-42.703499999999998,-38.0807,-9.2120999999999995,-0.366533,-2.17198,-1.07175,28.116,0.76869100000000001,50.0,"2.38,5.47,12.54,15.38",0_1,glide-grid_5j79_chainB_2,S-OPLS,8-1,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,133,RIPK2_ligands.4,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6&R]-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],8,<rdkit.Chem.rdchem.Mol object at 0x1434e3370>,5.4669999999999996,2.3769999999999998,CS(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,7.301029995663981,-9.961179163443905
0,0,1,1,26,7,4,70133,12,12,27,1,27,0,1,0,0.075701000000000004,1.5290299999999999,12.513999999999999,,,12.513999999999999,15.382999999999999,5.4429999999999996,3.1230000000000002,-10.417299999999999,-0.85864399999999996,-8.8883200000000002,-9.0190000000000001,1.5290299999999999,6.569,-72.134799999999998,-49.849400000000003,-40.830399999999997,-10.417299999999999,-0.31744,-2.0516800000000002,-0.96393499999999999,37.226199999999999,0.69396199999999997,5.0,"3.12,5.44,12.51,15.38",0_2,glide-grid_5j79_chainB_2,S-OPLS,1-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,134,RIPK2_ligands.12,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6&R]-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],1,<rdkit.Chem.rdchem.Mol object at 0x1434e33e0>,5.4429999999999996,3.1230000000000002,CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1,8.301029995663981,-11.325531750593905
0,0,1,1,24,9,4,70133,11,11,25,1,25,0,1,0,0.067515400000000003,1.5968199999999999,12.539,,,12.539,15.380000000000001,5.4669999999999996,2.3769999999999998,-10.3409,-0.80256799999999995,-8.7441300000000002,-8.9332200000000004,1.5968199999999999,4.6823300000000003,-73.192899999999995,-50.842599999999997,-41.909399999999998,-10.3409,-0.32385700000000001,-2.0354899999999998,-0.97157000000000004,34.990200000000002,0.71587599999999996,10.0,"2.38,5.47,12.54,15.38",0_2,glide-grid_5j79_chainB_2,S-OPLS,2-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,135,RIPK2_ligands.11,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6&R]-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],2,<rdkit.Chem.rdchem.Mol object at 0x1434e3450>,5.4669999999999996,2.3769999999999998,CC(C)S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1,8.0,-10.9148206972
0,0,1,1,8,17,3,70133,4,4,9,1,9,0,1,0,0.067515400000000003,1.5968199999999999,12.539,,,12.539,15.380000000000001,5.4669999999999996,2.3769999999999998,-9.8346599999999995,-0.737707,-8.2378400000000003,-9.5264000000000006,1.5968199999999999,2.3192300000000001,-72.592100000000002,-50.073900000000002,-40.547499999999999,-9.8346599999999995,-0.329513,-1.95261,-0.963503,29.9115,0.790628,50.0,"2.38,5.47,12.54,15.38",0_2,glide-grid_5j79_chainB_2,S-OPLS,8-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,136,RIPK2_ligands.4,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6&R]-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],8,<rdkit.Chem.rdchem.Mol object at 0x1434e34c0>,5.4669999999999996,2.3769999999999998,CS(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1,7.301029995663981,-9.961179163443905
0,0,1,1,5,2,3,70133,3,3,6,1,6,0,1,0,0.98818700000000004,0.00703975,,,,,,5.4779999999999998,2.1819999999999999,-7.8262400000000003,-0.43701299999999998,-7.8192000000000004,-5.4956500000000004,0.00703975,11.9697,-57.465800000000002,-46.763399999999997,-41.267800000000001,-7.8262400000000003,-0.32579999999999998,-1.8714900000000001,-0.93976999999999999,24.516999999999999,0.92362900000000003,6.3,"2.18,5.48",0_1,glide-grid_5j79_chainB_2,S-OPLS,9-1,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,137,RIPK2_ligands.3,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],9,<rdkit.Chem.rdchem.Mol object at 0x1434e3530>,2.1819999999999999,,CS(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,8.200659450546418,-11.188590937689103
0,0,1,1,3,12,3,70133,2,2,4,1,4,0,1,0,0.966499,0.020187199999999999,5.798,,,10.348000000000001,,5.798,3.2480000000000002,-7.7060199999999996,-0.69999999999999996,-7.6858300000000002,-7.1287099999999999,0.020187199999999999,6.7612500000000004,-66.918000000000006,-48.325499999999998,-41.1967,-7.7060199999999996,-0.320243,-1.8395699999999999,-0.92374000000000001,27.0518,0.92008299999999998,50.0,"3.25,5.80,10.35",0_1,glide-grid_5j79_chainB_2,S-OPLS,10-1,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,138,RIPK2_ligands.2,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],10,<rdkit.Chem.rdchem.Mol object at 0x1434e35a0>,3.2480000000000002,,CS(=O)(=O)c1ccc2nccc(Nc3ccc4nn[nH]c4c3)c2c1,7.301029995663981,-9.961179163443905
1,1,1,1,10,7,3,70133,5,5,11,1,11,0,1,0,0.328986,0.65862200000000004,7.0910000000000002,,,10.025,,7.0910000000000002,-4.2320000000000002,-8.2386999999999997,-0.97113300000000002,-7.5800799999999997,-8.6270199999999999,0.65862200000000004,1.51664,-55.524500000000003,-39.265900000000002,-30.6389,-8.2386999999999997,-0.398951,-1.92171,-1.06456,35.454099999999997,0.89501500000000001,630.0,"-4.23,7.09,10.03",1_1,glide-grid_5j79_chainB_2,S-OPLS,7-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,139,RIPK2_ligands.5,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(-&!@[#6&!R]):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#7&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#8&!R],7,<rdkit.Chem.rdchem.Mol object at 0x1434e3610>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccccc12,6.200659450546418,-8.459885763389103
1,1,1,1,20,5,4,70133,9,9,21,1,21,0,1,0,0.46636499999999997,0.45189400000000002,7.343,,,10.025,,7.343,-4.0060000000000002,-7.1049800000000003,-0.97073600000000004,-6.6530800000000001,-8.6090699999999991,0.45189400000000002,7.8942300000000003,-51.925699999999999,-40.1479,-31.538799999999998,-7.1049800000000003,-0.31681300000000001,-1.64496,-0.87406399999999995,38.616599999999998,0.91327000000000003,250.0,"-4.01,7.34,10.03",1_1,glide-grid_5j79_chainB_2,S-OPLS,4-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,140,RIPK2_ligands.9,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#7]:&@[#6]:&@[#6]:&@[#6]:&@2-&!@[#7&!R]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#8&!R]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6&!R],4,<rdkit.Chem.rdchem.Mol object at 0x1434e3680>,,,COc1ccc2[nH+]ccc(Nc3cc(O)ccc3C)c2c1,6.6020599913279625,-9.007537629687812
1,1,1,1,22,19,4,70133,10,10,23,1,23,0,1,0,0.064538600000000002,1.6235299999999999,6.2400000000000002,,,10.025,,6.2400000000000002,-5.0499999999999998,-6.88903,-0.97052799999999995,-5.2654899999999998,-11.0891,1.6235299999999999,2.6099199999999998,-55.578899999999997,-38.926900000000003,-27.837800000000001,-6.88903,-0.228935,-1.2732399999999999,-0.65105900000000005,35.453000000000003,0.91155799999999998,8.0,"-5.05,6.24,10.03",1_1,glide-grid_5j79_chainB_2,S-OPLS,3-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,141,RIPK2_ligands.10,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(-&!@[#6&!R]):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#7&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#8&!R],3,<rdkit.Chem.rdchem.Mol object at 0x1434e36f0>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(C(F)(F)F)cc12,8.096910013008056,-11.047040124168282
1,1,1,1,14,1,7,70133,7,7,15,1,15,0,1,0,0.064902799999999997,1.6202000000000001,0.63300000000000001,6.242,10.025,10.025,12.699,6.242,0.63300000000000001,-6.7711300000000003,-1.5555300000000001,-5.1509299999999998,-12.784800000000001,1.6202000000000001,6.8244400000000001,-77.337199999999996,-54.267499999999998,-41.482599999999998,-6.7711300000000003,-0.177618,-1.17943,-0.54569999999999996,40.924999999999997,0.72940099999999997,20.0,"0.63,6.24,10.03,12.70",1_1,glide-grid_5j79_chainB_2,S-OPLS,5-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,142,RIPK2_ligands.7,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R])-&!@[#8&!R],5,<rdkit.Chem.rdchem.Mol object at 0x1434e3760>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(C(=O)NCC3CCOCC3)cc12,7.698970004336019,-10.504109643806094
1,1,1,1,17,16,7,70133,8,8,18,1,18,0,1,0,0.064902799999999997,1.6202000000000001,0.315,6.242,10.025,10.025,13.016999999999999,6.242,0.315,-6.7542099999999996,-0.97140499999999996,-5.13401,-11.771599999999999,1.6202000000000001,13.763999999999999,-76.436099999999996,-54.156300000000002,-42.384700000000002,-6.7542099999999996,-0.177035,-1.1755599999999999,-0.54390700000000003,39.875999999999998,0.73043800000000003,,"0.31,6.24,10.03,13.02",1_1,glide-grid_5j79_chainB_2,S-OPLS,12-3,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,143,RIPK2_ligands.8,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R])-&!@[#8&!R],12,<rdkit.Chem.rdchem.Mol object at 0x1434e37d0>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(C(=O)NC[C@H]3CCCOC3)cc12,,
1,1,1,1,12,6,4,70133,6,6,13,1,13,0,1,0,0.27095799999999998,0.77358099999999996,6.9740000000000002,,,10.025,,6.9740000000000002,4.617,-5.79237,-0.97085200000000005,-5.0187900000000001,-9.2030799999999999,0.77358099999999996,0.80862999999999996,-66.107299999999995,-46.081099999999999,-36.878,-5.79237,-0.20075200000000001,-1.1896,-0.587001,48.111800000000002,0.78416799999999998,10.0,"4.62,6.97,10.03",1_1,glide-grid_5j79_chainB_2,S-OPLS,6-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,144,RIPK2_ligands.6,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R])-&!@[#8&!R],6,<rdkit.Chem.rdchem.Mol object at 0x1434e3840>,4.617,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(-c3cccnc3)cc12,8.0,-10.9148206972
1,1,1,1,18,19,7,70133,8,8,19,1,19,0,1,0,0.064902799999999997,1.6202000000000001,0.315,6.242,10.025,10.025,13.016999999999999,6.242,0.315,-6.6122500000000004,-1.55514,-4.9920499999999999,-10.097,1.6202000000000001,6.5278,-71.188000000000002,-48.894100000000002,-38.7971,-6.6122500000000004,-0.17213999999999999,-1.1430499999999999,-0.52886699999999998,39.868200000000002,0.73094400000000004,,"0.31,6.24,10.03,13.02",1_1,glide-grid_5j79_chainB_2,S-OPLS,12-4,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,145,RIPK2_ligands.8,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#6&!R])-&!@[#8&!R],12,<rdkit.Chem.rdchem.Mol object at 0x1434e38b0>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(C(=O)NC[C@@H]3CCCOC3)cc12,,
1,1,1,1,4,10,3,70133,2,2,5,1,5,0,1,0,0.024320499999999998,2.2017099999999998,5.798,,,10.348000000000001,,5.798,3.2480000000000002,-5.5622199999999999,-0.145592,-3.3605100000000001,-5.2880599999999998,2.2017099999999998,6.7478600000000002,-62.412500000000001,-44.704300000000003,-39.416200000000003,-5.5622199999999999,-0.14002100000000001,-0.80432499999999996,-0.40389199999999997,30.0108,0.920014,50.0,"3.25,5.80,10.35",1_1,glide-grid_5j79_chainB_2,S-OPLS,10-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,146,RIPK2_ligands.2,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],10,<rdkit.Chem.rdchem.Mol object at 0x1434e3920>,3.2480000000000002,,CS(=O)(=O)c1ccc2[nH+]ccc(Nc3ccc4nn[nH]c4c3)c2c1,7.301029995663981,-9.961179163443905
1,1,1,1,2,1,4,70133,1,1,3,1,3,0,1,0,0.011785,2.6309100000000001,5.4779999999999998,,,10.025,,5.4779999999999998,-5.1719999999999997,-5.8189700000000002,-0.97341200000000005,-3.1880600000000001,-11.5512,2.6309100000000001,4.9040999999999997,-65.6708,-47.176200000000001,-35.625,-5.8189700000000002,-0.13861100000000001,-0.77090099999999995,-0.39419199999999999,26.6128,0.99178599999999995,3.0,"-5.17,5.48,10.03",1_1,glide-grid_5j79_chainB_2,S-OPLS,11-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,147,RIPK2_ligands.1,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1(-&!@[#6&!R]):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#7&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R])-&!@[#8&!R],11,<rdkit.Chem.rdchem.Mol object at 0x1434e3990>,,,Cc1ccc(O)cc1Nc1cc[nH+]c2ccc(S(C)(=O)=O)cc12,8.522878745280337,-11.628211666088974
1,1,1,1,6,2,3,70133,3,3,7,1,7,0,1,0,0.011812599999999999,2.6295299999999999,,,,,,5.4779999999999998,2.1819999999999999,-5.0839800000000004,-0.69999999999999996,-2.45445,-3.6373899999999999,2.6295299999999999,0.71074499999999996,-62.256300000000003,-45.521799999999999,-41.884399999999999,-5.0839800000000004,-0.102269,-0.58746299999999996,-0.29499500000000001,25.1814,0.92360399999999998,6.3,"2.18,5.48",1_1,glide-grid_5j79_chainB_2,S-OPLS,9-2,glide-dock_XP_5j79_noConstraints_lib.sdfgz,/Users/ganeshshahane/glide-dock_XP_5j79_noConstraints,148,RIPK2_ligands.3,glide-dock_XP_5j79_noConstraints,ligprep_aq12.maegz,glide-dock_XP_5j79_noConstraints_lib,glide-dock_XP_5j79_noConstraints_lib,snapped core,,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7&!R]-&!@[#6]1:&@[#6]2:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@[#6]:&@[#6]:&@1)-&!@[#16&!R](-&!@[#6&!R])(=&!@[#8&!R])=&!@[#8&!R],9,<rdkit.Chem.rdchem.Mol object at 0x1434e3a00>,2.1819999999999999,,CS(=O)(=O)c1ccc2[nH+]ccc(Nc3ccc4scnc4c3)c2c1,8.200659450546418,-11.188590937689103
